Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Calories_Burned_kcal,Fat_Category,BMI_Category,Weekly_Workout_Hours,Workout_Cluster
38,Female,70.5,1.72,190,153,68,0.65,Strength,22.5,3.6,4,1,23.8,191.6,Average,Normal,2.6,2
22,Female,64.6,1.78,203,164,74,0.6,Strength,30.4,3.7,3,0,20.4,162.3,Very High,Normal,1.7999999999999998,2
38,Male,75.3,1.73,183,139,85,0.44,Yoga,20.3,3.5,3,0,25.1,54.8,Average,Overweight,1.32,0
46,Male,84.1,1.77,171,135,68,0.52,Cardio,19.6,2.4,3,0,27.0,199.1,Fit,Overweight,1.56,0
37,Male,58.3,1.7,193,158,76,0.46,Strength,22.5,3.5,2,0,20.3,112.8,Average,Normal,0.92,2
55,Female,70.7,1.65,169,124,70,0.59,Yoga,33.8,4.1,2,0,25.8,68.3,Very High,Overweight,1.18,0
37,Male,47.5,1.63,181,137,55,1.16,Cardio,21.0,4.1,7,3,18.0,251.0,Average,Underweight,8.12,1
42,Female,51.5,1.61,185,145,71,0.25,Cardio,28.8,2.1,3,0,19.8,58.5,High,Normal,0.75,0
19,Male,51.2,1.52,202,164,74,0.29,Strength,25.0,2.8,2,0,22.2,62.6,High,Normal,0.58,2
49,Male,64.2,1.59,179,163,77,0.86,HIIT,23.9,3.3,5,1,25.4,442.2,Average,Overweight,4.3,0
43,Male,69.1,1.59,173,125,66,1.19,Yoga,13.2,4.4,7,3,27.5,136.0,Athletic / Very Fit,Overweight,8.33,1
23,Female,64.6,1.63,196,163,63,0.71,Mixed,16.2,3.9,5,2,24.3,275.9,Fit,Normal,3.55,2
58,Female,88.6,1.84,169,155,74,0.86,HIIT,22.7,3.7,2,0,26.3,617.2,Average,Overweight,1.72,0
20,Female,64.7,1.66,197,152,68,0.71,Cardio,19.3,2.8,5,2,23.4,209.4,Fit,Normal,3.55,2
50,Male,74.4,1.7,169,143,65,1.11,Mixed,12.7,4.3,6,2,25.6,495.5,Athletic / Very Fit,Overweight,6.66,1
18,Female,74.1,1.71,188,169,57,0.83,HIIT,10.9,3.4,7,3,25.4,499.5,Athletic / Very Fit,Overweight,5.81,1
22,Male,74.3,1.84,200,152,63,1.21,Cardio,18.1,3.8,7,3,22.0,408.8,Fit,Normal,8.469999999999999,1
30,Male,59.4,1.62,196,168,83,0.83,Mixed,24.0,3.9,2,0,22.6,296.7,Average,Normal,1.66,2
36,Female,72.6,1.66,179,153,75,1.21,Mixed,28.7,4.6,5,1,26.4,527.1,High,Overweight,6.05,1
29,Female,87.1,1.67,193,151,72,1.16,Cardio,19.0,3.3,6,2,31.2,461.8,Fit,Obesity,6.959999999999999,1
42,Male,92.7,1.79,175,140,59,1.4,Strength,8.0,4.4,7,3,28.8,543.7,Athletic / Very Fit,Overweight,9.8,1
52,Male,64.1,1.81,160,129,70,0.42,Cardio,22.9,2.9,3,0,19.5,123.5,Average,Normal,1.26,0
29,Male,58.2,1.73,189,131,60,0.68,Yoga,19.3,3.2,4,1,19.5,65.3,Fit,Normal,2.72,2
47,Male,71.1,1.8,170,131,60,0.9,Cardio,20.6,3.0,5,1,21.9,289.1,Average,Normal,4.5,0
22,Female,70.3,1.7,199,140,69,0.46,Yoga,22.8,3.1,5,1,24.4,53.0,Average,Normal,2.3000000000000003,2
51,Female,66.9,1.66,167,144,73,1.2,Mixed,24.1,4.5,3,1,24.2,485.1,Average,Normal,3.6,0
39,Female,93.6,1.8,188,148,74,0.73,Cardio,24.8,2.5,3,1,29.0,310.5,Average,Overweight,2.19,2
56,Male,87.2,1.73,161,146,61,0.82,HIIT,18.4,3.3,5,3,29.2,577.4,Fit,Overweight,4.1,0
30,Male,62.0,1.61,189,145,61,1.27,Cardio,19.7,3.9,5,2,24.0,361.7,Fit,Normal,6.35,1
20,Male,73.1,1.78,201,161,68,0.85,Strength,21.5,4.0,5,2,23.1,260.7,Average,Normal,4.25,2
37,Female,71.8,1.66,183,141,64,1.09,Cardio,19.5,3.5,4,1,26.1,354.5,Fit,Overweight,4.36,1
48,Male,76.6,1.65,169,129,55,1.46,Cardio,11.9,4.2,7,3,28.3,508.2,Athletic / Very Fit,Overweight,10.22,1
22,Male,82.0,1.77,198,168,78,0.46,Mixed,28.5,3.8,2,0,26.2,226.3,High,Overweight,0.92,2
41,Female,62.2,1.67,182,148,69,0.51,Strength,27.0,3.1,2,0,22.3,133.1,High,Normal,1.02,0
57,Female,63.7,1.72,167,129,56,1.35,Cardio,13.0,3.2,7,3,21.6,395.9,Athletic / Very Fit,Normal,9.45,1
50,Male,59.6,1.75,159,145,65,0.61,HIIT,25.3,2.9,3,1,19.6,293.9,High,Normal,1.83,0
25,Female,63.6,1.6,198,167,76,0.78,Mixed,20.2,3.7,2,0,24.8,296.0,Average,Normal,1.56,2
41,Male,78.2,1.72,176,125,63,1.63,Yoga,13.0,5.2,7,3,26.5,209.8,Athletic / Very Fit,Overweight,11.41,1
37,Female,88.7,1.81,189,151,63,1.26,Strength,15.6,4.2,6,3,26.9,468.3,Fit,Overweight,7.56,1
33,Male,71.8,1.58,192,151,57,0.84,Strength,13.9,3.3,7,3,28.6,252.0,Athletic / Very Fit,Overweight,5.88,1
29,Female,89.0,1.72,196,165,74,0.6,Mixed,36.6,3.7,3,0,29.9,318.6,Very High,Overweight,1.7999999999999998,2
30,Female,47.2,1.6,187,138,79,0.56,Yoga,32.9,3.7,3,0,18.5,43.3,Very High,Normal,1.6800000000000002,2
59,Female,81.4,1.78,154,132,67,1.29,Mixed,25.1,4.4,5,1,25.6,627.6,High,Overweight,6.45,1
56,Female,81.7,1.78,170,139,65,0.69,Strength,24.1,3.6,4,1,25.8,238.4,Average,Overweight,2.76,0
42,Male,64.1,1.64,184,152,57,1.05,Mixed,9.8,4.7,6,3,23.7,402.8,Athletic / Very Fit,Normal,6.300000000000001,1
49,Male,74.7,1.9,161,135,57,1.31,Mixed,18.2,5.2,6,3,20.7,587.1,Fit,Normal,7.86,1
41,Female,95.5,1.79,186,154,60,1.16,Mixed,13.1,4.5,7,3,29.8,661.2,Athletic / Very Fit,Overweight,8.12,1
26,Male,66.3,1.75,196,160,75,0.34,Strength,24.8,3.3,2,0,21.6,95.0,Average,Normal,0.68,2
57,Female,54.8,1.75,164,129,64,0.85,Cardio,17.7,2.9,7,2,18.0,211.9,Fit,Underweight,5.95,1
40,Female,76.2,1.78,176,122,56,1.3,Yoga,14.1,3.9,7,3,24.1,163.4,Athletic / Very Fit,Normal,9.1,1
30,Male,57.6,1.58,195,158,70,0.91,Strength,30.9,3.9,2,0,23.0,221.4,Very High,Normal,1.82,2
49,Male,90.8,1.7,169,137,78,0.25,Cardio,25.1,2.6,3,0,31.4,103.0,High,Obesity,0.75,0
32,Male,76.6,1.72,186,132,67,1.21,Yoga,16.0,4.1,7,2,26.0,151.9,Fit,Overweight,8.469999999999999,1
53,Male,61.3,1.64,156,135,73,0.62,Mixed,23.5,3.3,2,0,22.8,227.1,Average,Normal,1.24,0
22,Male,69.2,1.73,194,147,60,0.99,Cardio,11.1,3.2,7,3,23.2,311.4,Athletic / Very Fit,Normal,6.93,1
39,Male,75.3,1.8,176,162,81,0.5,HIIT,22.0,2.7,2,0,23.2,305.0,Average,Normal,1.0,2
33,Male,88.2,1.64,177,128,70,0.91,Yoga,24.8,3.8,3,1,32.9,130.5,Average,Obesity,2.73,0
58,Female,74.9,1.67,170,131,60,1.11,Cardio,17.3,3.0,7,3,26.7,375.6,Fit,Overweight,7.77,1
27,Male,46.9,1.6,192,136,68,0.67,Yoga,8.0,4.5,7,3,18.4,51.7,Athletic / Very Fit,Underweight,4.69,1
41,Female,51.9,1.5,172,146,70,0.98,Mixed,16.5,4.3,5,2,23.0,303.2,Fit,Normal,4.9,1
35,Male,73.9,1.76,180,162,62,0.92,HIIT,13.0,3.2,6,2,23.9,547.4,Athletic / Very Fit,Normal,5.5200000000000005,1
35,Male,55.1,1.68,182,141,65,1.58,Cardio,12.3,3.3,5,3,19.6,395.9,Athletic / Very Fit,Normal,7.9,1
24,Female,51.1,1.68,193,153,59,1.37,Strength,17.8,4.4,7,3,18.0,294.7,Fit,Underweight,9.59,1
21,Female,66.0,1.58,203,141,65,0.75,Yoga,22.5,3.9,4,1,26.4,81.8,Average,Overweight,3.0,2
43,Female,57.4,1.66,176,139,72,1.06,Cardio,17.1,3.3,5,2,20.8,274.4,Fit,Normal,5.300000000000001,1
22,Female,92.9,1.79,198,165,66,0.8,Mixed,17.9,3.9,3,1,29.0,445.9,Fit,Overweight,2.4000000000000004,2
33,Male,67.8,1.68,186,132,67,1.08,Yoga,26.5,4.4,5,1,24.0,120.0,High,Normal,5.4,1
52,Male,62.6,1.68,174,133,58,1.0,Cardio,8.6,2.9,7,3,22.1,283.3,Athletic / Very Fit,Normal,7.0,1
43,Female,52.1,1.7,184,157,75,1.37,Mixed,21.3,4.8,7,2,18.0,429.6,Average,Underweight,9.59,1
35,Female,70.0,1.56,184,126,55,1.18,Yoga,12.6,4.4,6,3,28.9,136.4,Athletic / Very Fit,Overweight,7.08,1
46,Male,76.4,1.74,169,145,72,0.74,Mixed,24.7,4.1,3,0,25.2,340.4,Average,Overweight,2.22,0
40,Male,53.7,1.55,179,141,68,0.74,Cardio,27.4,2.6,3,1,22.2,182.9,High,Normal,2.22,0
31,Female,51.4,1.59,173,140,78,0.51,Cardio,34.4,2.7,3,0,20.4,119.8,Very High,Normal,1.53,0
32,Male,75.4,1.58,190,154,70,0.56,Strength,24.7,2.9,3,1,30.4,177.3,Average,Obesity,1.6800000000000002,2
50,Male,54.6,1.66,163,139,67,0.87,Mixed,18.0,4.1,4,1,19.7,285.0,Fit,Normal,3.48,0
42,Female,60.9,1.64,177,128,68,0.99,Yoga,21.8,3.8,7,2,22.5,99.6,Average,Normal,6.93,1
38,Female,74.2,1.68,184,138,82,0.92,Yoga,25.8,3.7,2,0,26.3,112.4,High,Overweight,1.84,0
34,Female,75.3,1.59,183,148,67,0.99,Strength,23.8,3.7,3,0,29.8,312.3,Average,Overweight,2.97,2
40,Female,73.3,1.78,178,160,57,1.15,HIIT,17.3,3.8,7,3,23.1,681.7,Fit,Normal,8.049999999999999,1
34,Male,65.5,1.76,187,150,63,0.93,Strength,13.1,3.8,7,3,21.1,256.4,Athletic / Very Fit,Normal,6.510000000000001,1
31,Female,65.2,1.66,186,133,69,0.58,Yoga,24.1,3.6,3,0,23.6,62.1,Average,Normal,1.7399999999999998,2
46,Male,73.6,1.63,179,153,74,0.58,Mixed,22.9,3.8,3,0,27.6,256.9,Average,Overweight,1.7399999999999998,0
37,Male,75.0,1.62,187,155,81,0.84,Strength,28.5,4.0,2,0,28.5,263.9,High,Overweight,1.68,2
47,Male,50.3,1.65,176,149,68,0.95,Mixed,12.6,4.4,7,2,18.5,286.7,Athletic / Very Fit,Normal,6.65,1
36,Male,58.0,1.54,181,164,68,0.92,HIIT,19.4,3.3,5,2,24.5,430.7,Fit,Normal,4.6000000000000005,1
56,Female,45.8,1.58,167,125,74,0.28,Yoga,23.1,3.0,4,1,18.3,21.1,Average,Underweight,1.12,0
30,Male,85.9,1.77,186,168,67,0.99,HIIT,12.2,3.9,5,2,27.5,685.7,Athletic / Very Fit,Overweight,4.95,1
35,Female,75.1,1.71,185,156,68,0.69,Mixed,23.5,4.6,5,1,25.7,311.8,Average,Overweight,3.45,2
40,Male,69.0,1.84,167,154,80,0.76,HIIT,25.1,3.1,2,0,20.3,423.7,High,Normal,1.52,0
50,Female,82.1,1.65,176,136,63,0.62,Cardio,16.6,2.3,7,2,30.1,230.2,Fit,Obesity,4.34,0
56,Male,68.5,1.64,173,146,64,1.12,Mixed,18.1,4.4,5,2,25.3,461.7,Fit,Overweight,5.6000000000000005,1
57,Male,66.9,1.64,164,131,55,1.31,Strength,17.3,4.3,5,3,24.9,366.6,Fit,Normal,6.550000000000001,1
35,Female,63.2,1.65,177,147,58,1.11,Mixed,23.7,4.6,6,3,23.3,419.7,Average,Normal,6.66,1
26,Female,62.4,1.61,193,155,65,1.0,Strength,24.0,4.0,5,2,24.0,263.2,Average,Normal,5.0,1
50,Female,65.5,1.71,170,156,75,0.82,HIIT,30.4,3.0,2,0,22.5,435.1,Very High,Normal,1.64,0
49,Female,59.6,1.68,171,130,80,0.6,Yoga,29.3,3.8,3,0,21.0,58.9,High,Normal,1.7999999999999998,0
34,Male,76.7,1.63,199,151,63,1.06,Cardio,20.2,3.0,4,2,28.9,368.3,Average,Overweight,4.24,2
36,Male,71.8,1.81,183,166,73,0.55,HIIT,33.8,2.7,2,0,22.0,317.2,Very High,Normal,1.1,2
44,Male,76.5,1.87,173,148,72,0.34,Mixed,24.9,3.6,2,0,21.9,156.6,Average,Normal,0.68,0
23,Male,75.8,1.8,198,143,76,0.65,Yoga,23.4,3.9,3,0,23.5,81.2,Average,Normal,1.95,2
52,Male,89.5,1.74,167,137,68,0.71,Strength,12.6,3.8,7,3,29.7,265.7,Athletic / Very Fit,Overweight,4.97,1
54,Female,88.0,1.76,162,138,63,0.61,Mixed,26.1,3.7,3,0,28.5,325.3,High,Overweight,1.83,0
51,Female,78.0,1.87,160,147,73,0.73,HIIT,30.9,3.3,3,0,22.4,460.1,Very High,Normal,2.19,0
37,Male,89.1,1.76,187,167,58,1.53,HIIT,13.9,3.8,5,3,28.9,1094.3,Athletic / Very Fit,Overweight,7.65,1
42,Female,64.2,1.62,174,122,59,1.02,Yoga,29.3,4.1,5,1,24.4,107.6,High,Normal,5.1,1
21,Male,61.0,1.72,194,164,74,1.04,Mixed,24.3,4.3,3,0,20.6,380.6,Average,Normal,3.12,2
27,Male,67.1,1.74,189,158,63,0.83,Mixed,11.3,4.2,7,2,22.1,335.9,Athletic / Very Fit,Normal,5.81,1
27,Female,73.7,1.58,186,152,73,0.75,Strength,28.4,3.2,3,0,29.5,231.9,High,Overweight,2.25,2
41,Male,88.2,1.65,182,164,59,0.72,HIIT,18.0,2.8,5,2,32.3,515.0,Fit,Obesity,3.6,2
38,Female,81.0,1.79,185,144,70,0.93,Cardio,25.5,3.4,4,1,25.3,339.3,High,Overweight,3.72,2
28,Male,48.7,1.5,193,174,69,0.62,HIIT,28.2,3.1,2,0,21.7,242.9,High,Normal,1.24,2
44,Female,56.8,1.55,180,138,61,0.96,Cardio,20.9,3.4,4,2,23.5,247.0,Average,Normal,3.84,1
33,Male,57.9,1.66,189,135,69,0.77,Yoga,18.5,3.5,3,1,21.0,73.6,Fit,Normal,2.31,2
43,Male,63.4,1.72,180,133,75,0.78,Yoga,22.9,3.9,3,1,21.5,81.9,Average,Normal,2.34,0
47,Female,50.4,1.54,182,164,62,1.25,HIIT,14.9,3.7,5,3,21.1,508.7,Athletic / Very Fit,Normal,6.25,1
33,Male,65.8,1.67,192,175,78,0.84,HIIT,20.9,2.9,2,0,23.7,446.8,Average,Normal,1.68,2
24,Male,78.9,1.8,197,156,80,0.55,Cardio,19.2,2.6,5,1,24.5,197.3,Fit,Normal,2.75,2
33,Female,66.6,1.69,182,164,62,0.95,HIIT,11.5,3.3,6,3,23.4,510.9,Athletic / Very Fit,Normal,5.699999999999999,1
52,Female,72.7,1.77,160,117,65,0.65,Yoga,27.1,4.0,5,1,23.1,77.6,High,Normal,3.25,0
33,Female,71.0,1.62,178,128,67,1.05,Yoga,22.4,4.3,3,1,27.0,122.9,Average,Overweight,3.1500000000000004,0
57,Male,59.0,1.6,168,139,71,0.48,Strength,23.3,3.1,2,0,23.1,119.1,Average,Normal,0.96,0
29,Female,72.7,1.76,188,147,69,0.67,Cardio,23.4,2.8,3,1,23.3,223.5,Average,Normal,2.01,2
52,Female,68.7,1.72,168,143,68,0.87,Mixed,27.1,4.3,3,1,23.3,358.6,High,Normal,2.61,0
38,Female,73.6,1.56,177,161,70,0.53,HIIT,33.2,3.0,2,0,30.2,315.2,Very High,Obesity,1.06,2
53,Male,56.4,1.6,178,134,80,0.55,Yoga,27.0,3.7,3,0,22.0,51.3,High,Normal,1.65,0
34,Female,89.0,1.84,177,141,75,1.05,Cardio,25.7,3.4,5,1,26.4,423.3,High,Overweight,5.25,0
49,Male,52.9,1.59,172,143,76,0.62,Strength,19.3,3.8,3,0,21.0,137.3,Fit,Normal,1.86,0
58,Male,79.9,1.77,160,127,65,0.81,Cardio,17.0,2.7,5,1,25.4,295.7,Fit,Overweight,4.050000000000001,0
23,Female,69.8,1.63,197,177,66,0.68,HIIT,23.6,3.3,5,2,26.2,382.1,Average,Overweight,3.4000000000000004,2
41,Male,79.9,1.68,177,151,72,0.43,Mixed,24.4,3.8,2,0,28.3,206.8,Average,Overweight,0.86,0
44,Male,65.6,1.71,172,137,71,0.88,Cardio,19.3,3.4,4,2,22.5,264.1,Fit,Normal,3.52,0
37,Male,42.2,1.47,177,160,64,0.67,HIIT,26.4,3.3,4,1,19.5,228.2,High,Normal,2.68,2
42,Male,49.1,1.53,188,151,63,1.36,Strength,17.8,3.9,7,3,20.9,282.1,Fit,Normal,9.52,1
19,Male,79.4,1.69,200,152,63,1.64,Cardio,9.9,3.4,7,3,27.9,592.2,Athletic / Very Fit,Overweight,11.48,1
26,Female,83.5,1.61,196,177,69,0.91,HIIT,21.3,3.4,7,2,32.3,613.9,Average,Obesity,6.37,1
45,Female,86.6,1.78,167,135,76,0.83,Cardio,23.2,3.1,2,0,27.3,326.2,Average,Overweight,1.66,0
55,Female,43.8,1.52,154,121,58,1.63,Cardio,17.2,4.0,6,3,19.0,328.0,Fit,Normal,9.78,1
20,Male,82.0,1.74,197,159,72,0.94,Strength,13.2,3.5,7,3,27.2,321.9,Athletic / Very Fit,Overweight,6.58,1
37,Female,48.1,1.54,187,145,66,1.01,Cardio,29.3,3.3,5,1,20.2,222.0,High,Normal,5.05,2
23,Male,61.1,1.64,197,160,74,1.1,Strength,19.0,3.7,5,1,22.6,282.0,Fit,Normal,5.5,2
56,Male,61.3,1.57,161,131,75,0.68,Cardio,23.6,3.1,2,0,24.7,190.0,Average,Normal,1.36,0
50,Male,88.9,1.87,172,129,77,0.32,Yoga,25.7,3.5,3,0,25.4,46.7,High,Overweight,0.96,0
18,Male,58.0,1.55,199,167,72,0.59,Mixed,18.8,4.2,5,1,24.3,204.8,Fit,Normal,2.95,2
54,Female,60.1,1.67,173,146,65,0.26,Mixed,19.9,3.6,5,1,21.6,93.8,Fit,Normal,1.3,0
23,Male,64.2,1.51,204,143,68,0.78,Yoga,30.2,4.1,2,0,28.2,82.8,Very High,Overweight,1.56,2
51,Female,74.1,1.84,166,142,69,0.54,Mixed,38.4,3.7,3,0,21.9,240.9,Very High,Normal,1.62,0
32,Female,85.9,1.72,184,148,63,0.92,Strength,23.6,4.2,7,2,29.0,333.1,Average,Overweight,6.44,1
43,Male,53.2,1.69,177,161,71,0.61,HIIT,22.6,3.0,3,1,18.6,261.8,Average,Normal,1.83,0
31,Female,83.0,1.83,191,154,67,0.88,Strength,24.1,3.7,4,1,24.9,307.5,Average,Normal,3.52,2
24,Female,54.8,1.69,195,174,58,1.11,HIIT,21.2,3.9,4,2,19.1,489.3,Average,Normal,4.44,1
48,Female,59.9,1.7,177,146,75,0.65,Strength,30.3,3.5,4,1,20.7,162.6,Very High,Normal,2.6,0
41,Male,62.9,1.69,180,146,67,0.55,Strength,26.7,3.4,2,0,21.9,145.1,High,Normal,1.1,0
48,Male,90.7,1.74,177,162,72,0.48,HIIT,24.2,3.0,5,1,30.1,354.5,Average,Obesity,2.4,0
46,Male,77.7,1.63,168,125,71,0.67,Yoga,21.9,3.7,3,0,29.2,86.9,Average,Overweight,2.01,0
59,Female,75.6,1.66,158,119,71,0.96,Yoga,21.1,3.9,7,2,27.5,120.1,Average,Overweight,6.72,1
49,Female,74.8,1.76,174,128,72,0.61,Yoga,23.6,3.8,2,0,24.1,75.2,Average,Normal,1.22,0
34,Male,72.2,1.71,186,132,66,0.42,Yoga,24.8,3.2,3,0,24.8,50.0,Average,Normal,1.26,0
31,Male,80.9,1.67,188,153,70,0.67,Strength,21.9,3.3,4,1,29.1,228.8,Average,Overweight,2.68,2
57,Female,63.6,1.54,160,131,61,1.19,Strength,25.1,4.2,7,2,26.8,321.1,High,Overweight,8.33,1
53,Male,80.6,1.83,167,133,69,1.17,Cardio,15.5,3.2,6,2,24.1,431.1,Fit,Normal,7.02,1
41,Male,78.0,1.61,186,159,77,0.82,Mixed,28.8,4.3,2,0,29.9,384.9,High,Overweight,1.64,2
44,Female,86.2,1.78,166,131,67,0.87,Cardio,24.5,3.3,3,1,27.3,339.4,Average,Overweight,2.61,0
42,Female,72.0,1.7,177,150,70,0.28,Mixed,31.1,3.4,3,0,25.0,120.6,Very High,Overweight,0.8400000000000001,0
49,Male,53.3,1.55,170,143,60,1.32,Mixed,13.8,4.9,5,2,22.2,424.7,Athletic / Very Fit,Normal,6.6000000000000005,1
35,Male,71.1,1.81,180,147,72,0.54,Strength,24.8,3.9,3,0,21.8,160.0,Average,Normal,1.62,2
35,Male,65.9,1.71,184,134,72,1.28,Yoga,20.2,4.3,6,2,22.7,140.1,Average,Normal,7.68,1
54,Male,84.9,1.81,158,143,59,1.28,HIIT,16.0,3.9,5,3,25.8,876.0,Fit,Overweight,6.4,1
43,Female,75.5,1.66,174,141,65,1.22,Strength,23.9,3.8,7,3,27.3,385.3,Average,Overweight,8.54,1
26,Male,55.8,1.75,193,172,55,1.03,HIIT,19.8,2.9,7,3,18.2,462.9,Fit,Underweight,7.21,1
52,Male,40.7,1.5,168,132,65,0.52,Cardio,29.3,2.5,3,0,18.0,96.4,High,Underweight,1.56,0
25,Female,53.7,1.63,204,142,65,0.71,Yoga,20.8,3.6,4,1,20.2,63.4,Average,Normal,2.84,2
37,Female,53.9,1.55,179,144,78,0.55,Cardio,24.4,3.0,3,0,22.4,135.6,Average,Normal,1.65,0
59,Female,77.7,1.64,154,118,74,0.86,Yoga,23.8,4.4,3,0,28.8,110.3,Average,Overweight,2.58,0
39,Female,68.2,1.73,186,154,79,0.39,Strength,25.8,2.8,2,0,22.9,111.9,High,Normal,0.78,2
36,Female,65.6,1.62,162,149,76,0.87,HIIT,22.2,3.3,3,1,25.0,460.2,Average,Overweight,2.61,0
47,Female,80.1,1.77,170,123,65,1.06,Yoga,27.3,4.2,3,1,25.7,140.7,High,Overweight,3.18,0
45,Female,50.6,1.59,173,146,64,1.2,Mixed,11.9,4.7,7,3,19.9,365.4,Athletic / Very Fit,Normal,8.4,1
52,Male,93.3,1.77,163,137,77,0.8,Strength,21.8,3.3,3,1,29.8,312.4,Average,Overweight,2.4000000000000004,0
28,Male,70.0,1.81,192,157,75,0.71,Strength,27.1,3.4,4,1,21.3,209.0,High,Normal,2.84,2
48,Female,96.0,1.78,169,121,62,0.55,Yoga,34.4,4.2,3,1,30.2,87.3,Very High,Obesity,1.65,0
56,Male,63.6,1.65,155,110,56,0.92,Yoga,27.6,4.2,7,2,23.5,95.7,High,Normal,6.44,1
53,Male,48.8,1.47,170,131,58,1.36,Cardio,12.8,3.3,7,3,22.6,302.8,Athletic / Very Fit,Normal,9.52,1
47,Female,59.1,1.74,176,144,68,0.95,Strength,29.3,4.1,5,1,19.6,237.1,High,Normal,4.75,0
40,Female,68.9,1.67,175,151,79,0.74,Mixed,32.5,4.6,2,0,24.8,305.9,Very High,Normal,1.48,0
36,Female,82.7,1.58,181,165,70,0.62,HIIT,32.2,3.0,3,0,33.0,416.9,Very High,Obesity,1.86,2
29,Female,67.7,1.62,200,167,67,1.0,Mixed,20.1,4.3,6,2,25.7,407.2,Average,Overweight,6.0,1
32,Female,83.4,1.82,190,172,70,0.35,HIIT,26.7,2.5,3,0,25.1,235.7,High,Overweight,1.0499999999999998,2
48,Male,52.3,1.57,172,135,67,1.14,Cardio,19.8,3.1,6,2,21.3,270.3,Fit,Normal,6.84,1
54,Male,78.6,1.73,174,124,63,0.89,Yoga,15.4,3.1,6,2,26.4,115.3,Fit,Overweight,5.34,1
54,Female,71.3,1.7,158,144,67,1.02,HIIT,16.0,3.7,5,2,24.6,584.6,Fit,Normal,5.1,1
32,Female,64.2,1.64,178,149,63,1.1,Mixed,18.9,4.6,6,2,23.7,422.5,Fit,Normal,6.6000000000000005,1
46,Male,79.1,1.74,175,121,55,1.04,Yoga,19.2,4.0,6,2,26.0,135.7,Fit,Overweight,6.24,1
43,Male,61.2,1.84,181,154,73,1.05,Mixed,15.2,4.5,3,1,18.0,385.6,Fit,Underweight,3.1500000000000004,1
19,Male,64.3,1.65,192,153,81,0.89,Cardio,22.5,3.8,2,0,23.6,259.8,Average,Normal,1.78,2
37,Female,52.7,1.66,177,138,66,1.17,Cardio,21.6,3.8,4,1,19.2,280.0,Average,Normal,4.68,1
32,Female,73.2,1.74,192,162,74,0.98,Mixed,18.2,4.5,4,1,24.1,428.0,Fit,Normal,3.92,2
21,Male,66.3,1.77,193,159,57,1.27,Mixed,15.0,4.6,7,3,21.1,505.2,Fit,Normal,8.89,1
39,Female,59.4,1.67,180,149,58,0.97,Mixed,15.0,4.1,6,2,21.4,343.8,Fit,Normal,5.82,1
55,Male,50.8,1.65,166,151,67,0.97,HIIT,24.7,3.5,4,1,18.7,397.2,Average,Normal,3.88,0
40,Female,60.5,1.46,185,150,69,0.98,Strength,17.9,3.5,5,1,28.5,248.4,Fit,Overweight,4.9,1
43,Female,54.6,1.6,175,143,68,0.79,Strength,31.3,3.8,3,0,21.3,181.4,Very High,Normal,2.37,0
28,Male,52.7,1.57,194,159,77,0.91,Strength,22.0,3.6,4,1,21.5,201.7,Average,Normal,3.64,2
45,Male,92.1,1.75,169,154,67,0.58,HIIT,29.7,3.1,2,0,30.1,432.8,High,Obesity,1.16,0
19,Female,72.0,1.66,204,164,72,0.68,Strength,28.9,3.2,2,0,26.3,204.7,High,Overweight,1.36,2
25,Male,49.1,1.65,190,154,70,0.64,Strength,21.8,3.0,3,0,18.0,132.0,Average,Underweight,1.92,2
46,Female,83.3,1.68,167,140,77,0.61,Strength,26.0,3.0,3,1,29.5,213.4,High,Overweight,1.83,0
28,Male,77.6,1.59,202,165,55,1.22,Mixed,17.5,4.3,7,3,30.6,566.7,Fit,Obesity,8.54,1
54,Male,101.8,1.84,175,159,69,0.64,HIIT,22.8,3.0,4,2,30.2,525.5,Average,Obesity,2.56,0
35,Female,87.4,1.81,186,158,76,0.47,Mixed,26.9,3.8,3,0,26.7,245.0,High,Overweight,1.41,2
31,Female,66.5,1.84,197,165,69,0.71,Mixed,29.8,3.5,2,0,19.6,283.3,High,Normal,1.42,2
27,Female,72.8,1.75,191,136,68,0.54,Yoga,20.8,3.3,4,1,23.8,65.2,Average,Normal,2.16,2
52,Male,51.2,1.68,167,153,74,0.85,HIIT,19.7,3.5,2,0,18.2,351.2,Fit,Underweight,1.7,0
26,Male,69.6,1.84,193,151,73,1.02,Cardio,17.9,3.5,4,1,20.5,323.0,Fit,Normal,4.08,2
52,Female,50.8,1.61,163,149,67,0.68,HIIT,22.8,3.4,4,1,19.6,280.3,Average,Normal,2.72,0
28,Male,54.5,1.59,180,150,78,0.52,Strength,22.2,3.6,3,0,21.5,120.0,Average,Normal,1.56,2
29,Female,64.7,1.62,189,148,70,0.85,Cardio,27.2,2.7,3,1,24.7,252.3,High,Normal,2.55,2
20,Female,66.7,1.73,205,172,72,0.92,Mixed,24.0,4.8,4,1,22.2,369.1,Average,Normal,3.68,2
56,Female,56.7,1.6,165,150,66,0.72,HIIT,21.4,3.0,4,1,22.0,329.1,Average,Normal,2.88,0
31,Female,63.3,1.66,193,154,64,1.29,Strength,24.2,4.4,6,2,22.8,341.8,Average,Normal,7.74,1
