Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned_kcal,Fat_Category,BMI_Category,Weekly_Workout_Hours
21,Male,65.3,1.76,202,156,69,0.63,Cardio,24.0,2.7,3,0,21.0,7.0,0.6541353383,4.578947368,188.4,Average,Normal,1.8900000000000001
52,Male,61.4,1.56,167,152,66,0.72,HIIT,19.5,3.3,4,1,25.1,9.5,0.8514851485,8.089108911,357.6,Fit,Overweight,2.88
27,Female,87.8,1.8,190,148,69,1.14,Cardio,21.4,3.7,6,2,27.0,7.0,0.652892562,4.570247934,457.4,Average,Overweight,6.84
28,Female,96.6,1.84,192,139,74,0.99,Yoga,29.6,3.9,3,1,28.7,3.0,0.5508474576,1.652542373,158.0,High,Overweight,2.9699999999999998
31,Female,57.0,1.59,193,157,73,0.73,Strength,21.1,2.8,5,1,22.6,6.0,0.7,4.2,174.8,Average,Normal,3.65
55,Female,63.7,1.59,169,126,74,0.77,Yoga,21.1,3.8,4,1,25.2,3.0,0.5473684211,1.642105263,80.5,Average,Overweight,3.08
29,Female,75.1,1.72,194,175,64,1.16,HIIT,27.0,3.6,4,1,25.4,9.5,0.8538461538,8.111538462,706.6,High,Overweight,4.64
34,Female,70.9,1.56,193,159,59,1.14,Mixed,17.3,4.1,4,2,29.1,8.0,0.7462686567,5.970149254,482.5,Fit,Overweight,4.56
33,Male,72.2,1.63,187,159,76,0.51,Mixed,15.6,4.1,5,1,27.1,8.0,0.7477477477,5.981981982,220.3,Fit,Overweight,2.55
52,Male,93.6,1.79,166,133,71,0.7,Cardio,24.0,3.0,5,1,29.2,7.0,0.6526315789,4.568421053,299.3,Average,Overweight,3.5
19,Female,55.4,1.75,200,147,81,0.61,Yoga,21.9,3.3,3,0,18.0,3.0,0.5546218487,1.663865546,56.2,Average,Underweight,1.83
28,Male,75.3,1.88,188,168,57,1.18,HIIT,8.1,3.9,7,3,21.3,9.5,0.8473282443,8.049618321,715.2,Athletic / Very Fit,Normal,8.26
58,Female,81.0,1.7,158,145,70,0.41,HIIT,31.8,2.5,3,0,28.1,9.5,0.8522727273,8.096590909,268.9,Very High,Overweight,1.23
20,Female,69.0,1.62,204,170,69,0.97,Mixed,25.1,4.5,2,0,26.3,8.0,0.7481481481,5.985185185,400.6,High,Overweight,1.94
46,Male,66.7,1.69,178,153,79,0.64,Mixed,18.7,3.6,3,0,23.5,8.0,0.7474747475,5.97979798,255.3,Fit,Normal,1.92
35,Male,61.3,1.66,172,135,66,0.95,Cardio,11.3,3.0,7,3,22.1,7.0,0.6509433962,4.556603774,265.4,Athletic / Very Fit,Normal,6.6499999999999995
37,Female,75.4,1.67,188,146,68,0.86,Cardio,25.5,2.8,7,2,27.2,7.0,0.65,4.55,295.0,High,Overweight,6.02
31,Female,50.7,1.68,187,169,68,0.67,HIIT,31.0,3.2,4,1,18.0,9.5,0.8487394958,8.06302521,273.9,Very High,Underweight,2.68
51,Female,68.4,1.59,166,130,63,0.88,Cardio,21.4,3.2,6,3,27.2,7.0,0.6504854369,4.553398058,274.1,Average,Overweight,5.28
48,Male,71.1,1.71,170,138,63,1.16,Strength,20.8,4.2,7,3,24.4,6.0,0.7009345794,4.205607477,346.9,Average,Normal,8.12
57,Female,52.2,1.54,157,113,60,0.69,Yoga,23.5,3.7,4,1,22.0,3.0,0.5463917526,1.639175258,59.0,Average,Normal,2.76
59,Female,67.3,1.61,160,133,68,0.81,Strength,27.0,3.9,4,1,26.0,6.0,0.7065217391,4.239130435,231.1,High,Overweight,3.24
35,Male,62.5,1.67,195,148,61,1.37,Cardio,13.6,3.8,7,3,22.5,7.0,0.6492537313,4.544776119,389.1,Athletic / Very Fit,Normal,9.59
47,Male,51.0,1.45,165,140,81,0.39,Strength,26.7,2.6,2,0,24.1,6.0,0.7023809524,4.214285714,83.8,High,Normal,0.78
42,Male,73.5,1.76,181,142,70,0.88,Cardio,19.2,2.7,4,1,23.8,7.0,0.6486486486,4.540540541,293.7,Fit,Normal,3.52
36,Female,58.7,1.47,189,158,66,0.78,Mixed,23.8,4.5,5,2,27.0,8.0,0.7479674797,5.983739837,274.0,Average,Overweight,3.9000000000000004
25,Female,75.2,1.75,198,138,65,0.74,Yoga,19.0,4.1,5,2,24.6,3.0,0.5488721805,1.646616541,91.6,Fit,Normal,3.7
45,Male,43.3,1.55,183,135,76,0.79,Yoga,28.6,3.6,2,0,18.0,3.0,0.5514018692,1.654205607,56.6,High,Underweight,1.58
25,Female,49.5,1.64,200,180,68,0.43,HIIT,26.1,3.1,3,0,18.4,9.5,0.8484848485,8.060606061,171.6,High,Underweight,1.29
48,Female,59.0,1.73,175,136,62,1.12,Cardio,26.6,3.3,4,2,19.7,7.0,0.6548672566,4.584070796,302.9,High,Normal,4.48
20,Male,93.2,1.9,205,156,64,0.76,Cardio,18.8,3.1,2,0,25.8,7.0,0.6524822695,4.567375887,323.5,Fit,Overweight,1.52
20,Male,75.1,1.69,205,168,58,1.16,Mixed,15.9,4.2,7,3,26.2,8.0,0.7482993197,5.986394558,521.5,Fit,Overweight,8.12
39,Female,67.4,1.48,179,154,77,0.71,Mixed,28.8,3.9,2,0,30.7,8.0,0.7549019608,6.039215686,289.0,High,Obesity,1.42
34,Male,62.9,1.78,189,146,66,0.88,Cardio,26.8,3.4,5,1,19.9,7.0,0.6504065041,4.552845528,252.0,High,Normal,4.4
53,Male,80.3,1.66,166,141,69,0.85,Mixed,21.8,4.5,4,1,29.2,8.0,0.7422680412,5.93814433,405.3,Average,Overweight,3.4
34,Female,51.2,1.69,179,131,72,0.79,Yoga,18.7,3.8,4,1,18.0,3.0,0.5514018692,1.654205607,66.9,Fit,Underweight,3.16
31,Female,72.5,1.74,198,147,85,0.64,Yoga,23.3,4.1,3,0,24.1,3.0,0.5486725664,1.646017699,76.4,Average,Normal,1.92
26,Female,53.1,1.46,191,150,75,0.51,Cardio,28.4,2.8,2,0,25.0,7.0,0.6465517241,4.525862069,122.6,High,Overweight,1.02
47,Female,70.5,1.68,178,163,74,0.52,HIIT,24.6,2.6,5,1,25.0,9.5,0.8557692308,8.129807692,298.0,Average,Overweight,2.6
38,Female,61.1,1.64,185,133,69,0.82,Yoga,19.2,3.9,3,1,22.8,3.0,0.5517241379,1.655172414,82.9,Fit,Normal,2.46
29,Female,79.5,1.8,187,135,72,0.87,Yoga,25.4,3.5,4,1,24.5,3.0,0.547826087,1.643478261,113.7,High,Normal,3.48
54,Male,58.5,1.75,162,132,75,0.87,Cardio,28.5,3.4,3,0,19.1,7.0,0.6551724138,4.586206897,233.4,High,Normal,2.61
49,Male,63.2,1.52,173,128,73,0.5,Yoga,26.8,3.6,3,0,27.5,3.0,0.55,1.65,52.1,High,Overweight,1.5
28,Male,81.6,1.81,194,138,69,0.69,Yoga,26.4,4.0,3,1,25.0,3.0,0.552,1.656,93.2,High,Overweight,2.07
37,Female,75.7,1.72,181,146,81,0.29,Cardio,27.3,2.3,3,0,25.4,7.0,0.65,4.55,99.9,High,Overweight,0.8699999999999999
52,Female,53.2,1.53,160,122,76,0.35,Yoga,27.0,3.3,2,0,22.9,3.0,0.5476190476,1.642857143,30.6,High,Normal,0.7
28,Female,64.5,1.69,196,150,64,0.46,Cardio,21.9,2.5,4,1,22.7,7.0,0.6515151515,4.560606061,135.3,Average,Normal,1.84
25,Female,83.0,1.78,180,164,68,0.5,HIIT,27.9,3.0,4,1,26.1,9.5,0.8571428571,8.142857143,337.9,High,Overweight,2.0
21,Female,73.8,1.56,201,168,71,0.48,Mixed,26.4,4.3,2,0,30.4,8.0,0.7461538462,5.969230769,211.5,High,Obesity,0.96
44,Male,60.9,1.82,182,146,80,0.74,Cardio,30.7,3.1,3,0,18.4,7.0,0.6470588235,4.529411765,204.1,Very High,Underweight,2.2199999999999998
57,Female,42.6,1.53,154,112,61,1.07,Yoga,12.4,3.9,7,2,18.2,3.0,0.5483870968,1.64516129,75.0,Athletic / Very Fit,Underweight,7.49
55,Male,64.2,1.6,166,135,64,1.5,Strength,12.4,4.4,5,3,25.1,6.0,0.6960784314,4.176470588,402.2,Athletic / Very Fit,Overweight,7.5
47,Female,57.0,1.59,171,148,80,0.7,Mixed,24.5,4.0,3,0,22.7,8.0,0.7472527473,5.978021978,238.5,Average,Normal,2.0999999999999996
44,Male,80.9,1.82,177,161,71,0.41,HIIT,19.1,2.7,4,1,24.5,9.5,0.8490566038,8.066037736,267.5,Fit,Normal,1.64
38,Male,63.6,1.63,187,157,68,1.03,Mixed,22.9,4.5,7,2,23.9,8.0,0.7478991597,5.983193277,391.9,Average,Normal,7.21
37,Male,64.8,1.56,176,135,57,1.53,Cardio,20.1,4.2,7,3,26.5,7.0,0.6554621849,4.588235294,454.9,Average,Overweight,10.71
21,Male,68.0,1.72,198,144,79,0.36,Yoga,29.3,3.2,3,0,22.9,3.0,0.5462184874,1.638655462,40.1,High,Normal,1.08
28,Male,58.4,1.75,191,132,59,1.07,Yoga,16.7,4.5,6,2,19.2,3.0,0.553030303,1.659090909,103.7,Fit,Normal,6.42
30,Male,63.6,1.75,180,163,68,0.72,HIIT,18.1,3.7,4,1,20.8,9.5,0.8482142857,8.058035714,369.0,Fit,Normal,2.88
26,Male,63.8,1.65,197,166,73,0.56,Mixed,25.6,3.9,3,0,23.4,8.0,0.75,6.0,214.4,High,Normal,1.6800000000000002
21,Female,55.2,1.71,205,185,70,1.2,HIIT,22.1,4.0,6,2,19.0,9.5,0.8518518519,8.092592593,536.1,Average,Normal,7.199999999999999
29,Female,62.2,1.61,194,154,79,0.81,Cardio,18.0,2.9,3,1,23.9,7.0,0.652173913,4.565217391,230.0,Fit,Normal,2.43
26,Male,82.7,1.85,195,164,73,0.61,Mixed,22.3,3.8,2,0,24.2,8.0,0.7459016393,5.967213115,301.0,Average,Normal,1.22
30,Female,72.7,1.79,194,140,75,0.54,Yoga,36.7,3.6,3,0,22.6,3.0,0.5462184874,1.638655462,64.3,Very High,Normal,1.62
43,Female,79.4,1.79,174,156,55,1.48,HIIT,14.4,4.0,7,3,24.8,9.5,0.8487394958,8.06302521,947.5,Athletic / Very Fit,Normal,10.36
55,Male,55.7,1.76,161,135,60,1.14,Mixed,15.3,5.3,7,3,18.0,8.0,0.7425742574,5.940594059,377.2,Fit,Underweight,7.9799999999999995
59,Female,60.6,1.73,164,139,81,0.6,Strength,22.7,3.0,2,0,20.2,6.0,0.6987951807,4.192771084,152.4,Average,Normal,1.2
30,Male,47.0,1.56,191,144,56,0.91,Cardio,14.0,3.1,7,2,19.4,7.0,0.6518518519,4.562962963,195.2,Athletic / Very Fit,Normal,6.37
56,Female,83.6,1.74,166,143,75,0.41,Mixed,29.2,3.8,3,0,27.5,8.0,0.7472527473,5.978021978,204.9,High,Overweight,1.23
45,Male,95.1,1.69,171,137,74,0.98,Cardio,19.6,2.4,3,1,33.2,7.0,0.6494845361,4.546391753,423.7,Fit,Obesity,2.94
36,Female,66.8,1.81,176,124,60,1.4,Yoga,19.4,5.0,7,3,20.5,3.0,0.5517241379,1.655172414,154.8,Fit,Normal,9.799999999999999
41,Male,71.5,1.76,174,144,74,0.63,Strength,29.5,3.5,3,0,23.1,6.0,0.7,4.2,189.2,High,Normal,1.8900000000000001
36,Female,63.9,1.74,180,165,79,0.7,HIIT,32.4,2.7,3,0,21.2,9.5,0.8514851485,8.089108911,361.8,Very High,Normal,2.0999999999999996
30,Female,56.9,1.51,180,126,61,1.21,Yoga,22.6,3.5,7,2,24.9,3.0,0.5462184874,1.638655462,112.8,Average,Normal,8.469999999999999
30,Female,60.2,1.67,192,173,61,0.93,HIIT,20.9,3.5,4,2,21.6,9.5,0.8549618321,8.122137405,454.7,Average,Normal,3.72
45,Male,66.3,1.62,169,131,61,0.75,Cardio,25.0,2.8,5,1,25.1,7.0,0.6481481481,4.537037037,225.6,High,Overweight,3.75
19,Male,77.5,1.71,194,137,67,0.82,Yoga,18.0,4.1,5,2,26.7,3.0,0.5511811024,1.653543307,105.1,Fit,Overweight,4.1
27,Female,51.3,1.64,192,146,61,1.34,Cardio,8.1,3.4,6,3,19.1,7.0,0.6488549618,4.541984733,312.2,Athletic / Very Fit,Normal,8.040000000000001
39,Female,68.5,1.65,176,138,67,0.74,Cardio,25.2,3.0,4,1,25.1,7.0,0.6513761468,4.559633028,231.1,High,Overweight,2.96
30,Male,53.6,1.73,182,154,71,0.61,Mixed,30.8,3.7,2,0,18.0,8.0,0.7477477477,5.981981982,195.6,Very High,Underweight,1.22
26,Female,61.5,1.64,187,157,70,0.89,Mixed,19.4,3.9,4,1,23.0,8.0,0.7435897436,5.948717949,325.6,Fit,Normal,3.56
50,Female,65.0,1.69,173,124,65,1.1,Yoga,19.0,4.0,7,2,22.7,3.0,0.5462962963,1.638888889,117.2,Fit,Normal,7.700000000000001
31,Male,53.9,1.53,187,170,69,0.37,HIIT,21.1,2.7,3,0,23.1,9.5,0.8559322034,8.131355932,162.2,Average,Normal,1.1099999999999999
37,Male,58.0,1.6,175,159,65,0.72,HIIT,33.1,2.9,2,0,22.8,9.5,0.8545454545,8.118181818,339.0,Very High,Normal,1.44
32,Female,67.1,1.75,195,176,66,1.0,HIIT,26.9,3.2,3,0,22.0,9.5,0.8527131783,8.100775194,543.6,High,Normal,3.0
49,Male,55.6,1.56,167,138,68,0.6,Strength,27.7,4.1,3,0,22.9,6.0,0.7070707071,4.242424242,141.5,High,Normal,1.7999999999999998
50,Female,81.3,1.8,173,139,59,1.26,Strength,17.4,4.5,5,2,25.0,6.0,0.701754386,4.210526316,431.3,Fit,Overweight,6.3
34,Female,79.2,1.78,185,152,75,0.27,Strength,24.7,3.3,3,0,25.1,6.0,0.7,4.2,89.8,Average,Overweight,0.81
41,Male,66.9,1.65,179,145,65,1.02,Strength,10.9,3.5,4,2,24.5,6.0,0.701754386,4.210526316,287.3,Athletic / Very Fit,Normal,4.08
47,Female,78.4,1.9,173,158,74,0.25,HIIT,27.6,2.3,3,0,21.7,9.5,0.8484848485,8.060606061,158.0,High,Normal,0.75
30,Male,92.2,1.8,183,141,62,1.4,Cardio,15.9,3.7,6,3,28.3,7.0,0.652892562,4.570247934,589.9,Fit,Overweight,8.399999999999999
33,Male,75.6,1.59,198,167,72,0.6,Mixed,26.6,3.9,5,1,30.1,8.0,0.753968254,6.031746032,273.6,High,Obesity,3.0
19,Female,58.0,1.75,197,179,77,0.52,HIIT,16.8,3.2,2,0,18.8,9.5,0.85,8.075,243.5,Fit,Normal,1.04
34,Male,70.1,1.69,190,159,65,0.81,Mixed,21.0,4.3,7,2,24.7,8.0,0.752,6.016,341.6,Average,Normal,5.67
49,Female,56.8,1.6,167,152,65,1.01,HIIT,27.5,3.8,4,1,22.1,9.5,0.8529411765,8.102941176,464.8,High,Normal,4.04
25,Male,68.5,1.57,189,145,63,1.02,Cardio,25.2,3.2,3,1,27.7,7.0,0.6507936508,4.555555556,318.3,High,Overweight,3.06
20,Female,75.8,1.78,205,183,57,1.02,HIIT,8.0,3.4,7,3,23.9,9.5,0.8513513514,8.087837838,625.3,Athletic / Very Fit,Normal,7.140000000000001
29,Male,63.6,1.62,199,168,76,0.81,Mixed,17.8,3.8,4,1,24.2,8.0,0.7479674797,5.983739837,308.3,Fit,Normal,3.24
37,Female,72.4,1.67,185,169,77,0.8,HIIT,20.6,3.4,7,2,26.0,9.5,0.8518518519,8.092592593,468.7,Average,Overweight,5.6000000000000005
33,Female,57.5,1.59,191,157,78,0.59,Strength,35.5,3.0,3,0,22.8,6.0,0.6991150442,4.194690265,142.3,Very High,Normal,1.77
31,Male,79.1,1.61,183,131,67,0.73,Yoga,15.3,3.8,5,2,30.7,3.0,0.5517241379,1.655172414,95.6,Fit,Obesity,3.65
33,Female,72.4,1.67,190,141,80,0.45,Yoga,22.1,3.2,3,0,26.0,3.0,0.5545454545,1.663636364,54.2,Average,Overweight,1.35
50,Female,81.9,1.72,173,157,68,1.19,HIIT,16.2,4.0,6,3,27.7,9.5,0.8476190476,8.052380952,784.8,Fit,Overweight,7.14
47,Female,48.6,1.45,175,159,70,0.78,HIIT,28.4,3.1,2,0,23.1,9.5,0.8476190476,8.052380952,305.2,High,Normal,1.56
29,Female,66.5,1.68,199,182,85,0.54,HIIT,32.3,3.2,3,0,23.5,9.5,0.850877193,8.083333333,290.3,Very High,Normal,1.62
32,Female,70.2,1.61,177,128,68,1.5,Yoga,11.1,4.5,7,3,27.2,3.0,0.5504587156,1.651376147,173.9,Athletic / Very Fit,Overweight,10.5
35,Female,88.9,1.82,184,155,68,0.48,Mixed,21.7,3.9,2,0,26.8,8.0,0.75,6.0,256.0,Average,Overweight,0.96
45,Male,68.6,1.9,182,149,70,0.25,Strength,22.1,2.7,2,0,19.0,6.0,0.7053571429,4.232142857,72.6,Average,Normal,0.5
40,Male,66.3,1.64,174,147,84,0.53,Strength,22.0,2.8,4,1,24.5,6.0,0.7,4.2,147.6,Average,Normal,2.12
31,Male,58.9,1.51,192,173,65,1.07,HIIT,13.8,3.5,7,3,25.9,9.5,0.8503937008,8.078740157,509.1,Athletic / Very Fit,Overweight,7.49
47,Male,67.2,1.69,171,122,62,1.52,Yoga,17.4,4.6,7,2,23.5,3.0,0.5504587156,1.651376147,168.7,Fit,Normal,10.64
50,Female,70.3,1.66,170,147,75,0.53,Mixed,35.5,3.5,3,0,25.5,8.0,0.7578947368,6.063157895,225.9,Very High,Overweight,1.59
32,Female,83.3,1.88,183,131,69,0.86,Yoga,21.1,4.2,4,2,23.6,3.0,0.5438596491,1.631578947,116.9,Average,Normal,3.44
24,Male,61.4,1.85,205,166,74,0.88,Strength,16.3,3.6,3,1,18.0,6.0,0.7022900763,4.213740458,227.7,Fit,Underweight,2.64
32,Female,58.5,1.77,182,148,67,1.48,Strength,17.6,4.5,5,3,18.8,6.0,0.7043478261,4.226086957,365.9,Fit,Normal,7.4
59,Male,73.3,1.62,160,129,71,0.89,Cardio,12.2,2.7,5,1,27.9,7.0,0.6516853933,4.561797753,297.6,Athletic / Very Fit,Overweight,4.45
55,Female,70.3,1.75,164,122,71,0.76,Yoga,27.2,4.2,4,1,23.0,3.0,0.5483870968,1.64516129,87.9,High,Normal,3.04
28,Female,72.1,1.71,197,139,68,1.2,Yoga,26.3,4.3,3,1,24.8,3.0,0.5503875969,1.651162791,142.9,High,Normal,3.5999999999999996
46,Male,69.7,1.7,174,142,65,0.97,Strength,13.9,3.8,3,1,24.0,6.0,0.7064220183,4.23853211,286.6,Athletic / Very Fit,Normal,2.91
48,Female,48.1,1.52,164,149,60,1.04,HIIT,23.6,3.3,4,2,20.7,9.5,0.8557692308,8.129807692,406.7,Average,Normal,4.16
42,Male,70.6,1.79,175,130,74,0.87,Yoga,20.7,4.2,3,0,22.1,3.0,0.5544554455,1.663366337,102.2,Average,Normal,2.61
41,Male,72.4,1.69,168,154,77,0.6,HIIT,27.7,2.7,3,0,25.3,9.5,0.8461538462,8.038461538,349.2,High,Overweight,1.7999999999999998
36,Male,71.7,1.67,184,144,68,0.58,Cardio,24.2,2.6,2,0,25.7,7.0,0.6551724138,4.586206897,190.7,Average,Overweight,1.16
19,Female,86.0,1.62,205,168,80,0.66,Strength,24.6,3.2,3,1,32.8,6.0,0.704,4.224,239.8,Average,Obesity,1.98
39,Female,56.6,1.6,180,131,72,0.43,Yoga,27.2,3.6,3,0,22.1,3.0,0.5462962963,1.638888889,39.9,High,Normal,1.29
37,Male,89.9,1.71,185,168,71,0.6,HIIT,27.9,2.2,3,0,30.7,9.5,0.850877193,8.083333333,436.0,High,Obesity,1.7999999999999998
50,Female,46.6,1.51,176,123,60,1.0,Yoga,8.0,4.0,7,3,20.6,3.0,0.5431034483,1.629310345,75.9,Athletic / Very Fit,Normal,7.0
25,Male,80.3,1.76,192,153,63,0.86,Strength,19.6,3.9,2,0,26.0,6.0,0.6976744186,4.186046512,289.1,Fit,Overweight,1.72
42,Male,61.3,1.57,183,141,62,1.25,Cardio,20.8,3.6,7,3,24.7,7.0,0.652892562,4.570247934,350.2,Average,Normal,8.75
26,Female,51.1,1.47,204,152,55,1.14,Cardio,20.5,3.0,7,3,23.5,7.0,0.6510067114,4.55704698,265.5,Average,Normal,7.9799999999999995
51,Male,83.1,1.86,160,134,55,1.02,Mixed,14.3,4.6,4,2,24.0,8.0,0.7523809524,6.019047619,510.2,Athletic / Very Fit,Normal,4.08
40,Female,54.7,1.59,186,153,76,0.85,Strength,29.8,3.6,2,0,21.5,6.0,0.7,4.2,195.3,High,Normal,1.7
22,Female,71.4,1.61,191,139,76,0.61,Yoga,16.7,3.5,2,0,27.6,3.0,0.547826087,1.643478261,71.6,Fit,Overweight,1.22
42,Female,66.4,1.79,174,138,70,1.19,Cardio,21.4,3.4,7,3,20.6,7.0,0.6538461538,4.576923077,361.7,Average,Normal,8.33
25,Male,87.9,1.87,201,138,61,1.69,Yoga,11.7,5.3,5,3,25.3,3.0,0.55,1.65,245.1,Athletic / Very Fit,Overweight,8.45
33,Male,63.0,1.53,189,150,61,1.04,Strength,16.2,3.9,7,3,27.0,6.0,0.6953125,4.171875,273.3,Fit,Overweight,7.28
32,Female,74.1,1.58,186,148,60,1.16,Strength,16.4,4.1,7,3,29.5,6.0,0.6984126984,4.19047619,360.2,Fit,Overweight,8.12
18,Female,70.7,1.59,205,184,62,0.31,HIIT,24.8,2.7,3,0,27.9,9.5,0.8531468531,8.104895105,177.6,Average,Overweight,0.9299999999999999
39,Male,82.7,1.77,179,163,70,1.02,HIIT,15.7,4.0,3,1,26.3,9.5,0.8532110092,8.105504587,683.7,Fit,Overweight,3.06
20,Female,72.9,1.84,205,163,65,1.01,Strength,25.4,3.8,7,2,21.4,6.0,0.7,4.2,309.2,High,Normal,7.07
55,Female,51.5,1.57,163,150,74,0.88,HIIT,32.0,3.2,2,0,20.9,9.5,0.8539325843,8.112359551,367.7,Very High,Normal,1.76
31,Male,64.5,1.82,191,147,66,0.95,Cardio,21.3,2.8,3,1,19.4,7.0,0.648,4.536,277.9,Average,Normal,2.8499999999999996
53,Male,49.4,1.61,169,156,78,0.32,HIIT,26.6,2.6,3,0,19.1,9.5,0.8571428571,8.142857143,128.7,High,Normal,0.96
35,Male,70.5,1.71,185,168,70,0.47,HIIT,22.8,2.9,3,0,24.0,9.5,0.852173913,8.095652174,268.2,Average,Normal,1.41
58,Female,50.9,1.55,155,128,79,0.29,Cardio,30.4,2.2,3,0,21.1,7.0,0.6447368421,4.513157895,66.6,Very High,Normal,0.8699999999999999
35,Male,80.1,1.67,186,159,77,0.42,Mixed,20.6,3.6,2,0,28.8,8.0,0.752293578,6.018348624,202.5,Average,Overweight,0.84
20,Male,60.4,1.67,197,155,77,0.3,Cardio,20.4,2.5,4,1,21.7,7.0,0.65,4.55,82.4,Average,Normal,1.2
27,Male,66.2,1.65,191,135,68,0.79,Yoga,21.5,4.0,5,1,24.4,3.0,0.5447154472,1.634146341,85.5,Average,Normal,3.95
56,Male,67.8,1.72,167,129,82,0.68,Yoga,29.5,3.7,3,0,22.9,3.0,0.5529411765,1.658823529,76.5,High,Normal,2.04
18,Male,45.9,1.58,205,156,66,0.94,Cardio,18.9,3.2,6,2,18.4,7.0,0.6474820144,4.532374101,195.6,Fit,Underweight,5.64
44,Male,71.8,1.59,172,155,60,1.32,HIIT,11.9,3.8,6,3,28.4,9.5,0.8482142857,8.058035714,763.7,Athletic / Very Fit,Overweight,7.92
44,Male,79.6,1.72,177,140,71,0.46,Cardio,26.6,2.4,2,0,26.8,7.0,0.6509433962,4.556603774,166.8,High,Overweight,0.92
28,Female,89.7,1.81,192,175,77,0.64,HIIT,26.0,4.1,2,0,27.2,9.5,0.852173913,8.095652174,464.8,High,Overweight,1.28
22,Male,74.3,1.68,194,176,73,0.35,HIIT,19.6,2.9,2,0,26.4,9.5,0.8512396694,8.08677686,210.3,Fit,Overweight,0.7
24,Female,62.8,1.73,192,135,65,1.03,Yoga,23.9,4.0,6,2,21.0,3.0,0.5511811024,1.653543307,107.0,Average,Normal,6.18
36,Female,64.9,1.76,180,132,74,0.89,Yoga,24.9,4.4,4,1,21.0,3.0,0.5471698113,1.641509434,94.8,Average,Normal,3.56
46,Male,80.2,1.76,174,148,70,0.82,Mixed,22.7,4.6,3,1,25.8,8.0,0.75,6.0,394.6,Average,Overweight,2.46
32,Female,75.8,1.58,186,137,77,0.54,Yoga,23.2,3.4,2,0,30.2,3.0,0.5504587156,1.651376147,67.6,Average,Obesity,1.08
52,Male,65.6,1.6,169,137,78,1.02,Cardio,16.4,3.0,4,1,25.5,7.0,0.6483516484,4.538461538,303.7,Fit,Overweight,4.08
54,Female,72.4,1.61,162,117,63,1.2,Yoga,13.7,4.3,6,3,27.9,3.0,0.5454545455,1.636363636,142.2,Athletic / Very Fit,Overweight,7.199999999999999
29,Male,76.8,1.87,190,172,72,0.67,HIIT,27.0,3.5,2,0,21.9,9.5,0.8474576271,8.050847458,414.3,High,Normal,1.34
47,Female,85.1,1.73,173,157,68,0.96,HIIT,31.3,3.6,5,1,28.4,9.5,0.8476190476,8.052380952,657.8,Very High,Overweight,4.8
37,Male,66.5,1.73,185,152,76,0.78,Strength,27.9,3.5,3,0,22.3,6.0,0.6972477064,4.183486239,217.0,High,Normal,2.34
54,Male,73.6,1.72,173,142,85,0.5,Cardio,18.1,2.6,3,0,25.0,7.0,0.6477272727,4.534090909,166.9,Fit,Overweight,1.5
20,Female,54.0,1.55,205,170,63,1.03,Mixed,30.0,4.3,4,1,22.5,8.0,0.7535211268,6.028169014,335.3,Very High,Normal,4.12
26,Female,96.8,1.87,194,163,71,0.79,Mixed,19.1,4.2,5,1,27.6,8.0,0.7479674797,5.983739837,457.6,Fit,Overweight,3.95
58,Male,82.4,1.73,154,119,77,1.03,Yoga,24.0,4.0,5,1,27.6,3.0,0.5454545455,1.636363636,138.9,Average,Overweight,5.15
56,Female,55.6,1.75,161,136,78,0.69,Strength,28.3,3.4,2,0,18.1,6.0,0.6987951807,4.192771084,160.9,High,Underweight,1.38
43,Male,66.2,1.5,182,129,64,0.97,Yoga,11.5,4.0,4,2,29.3,3.0,0.5508474576,1.652542373,106.1,Athletic / Very Fit,Overweight,3.88
19,Female,103.5,1.76,201,140,66,0.53,Yoga,34.8,4.2,2,0,33.5,3.0,0.5481481481,1.644444444,90.2,Very High,Obesity,1.06
40,Male,61.1,1.64,174,148,73,0.76,Mixed,22.0,4.6,4,2,22.6,8.0,0.7425742574,5.940594059,275.9,Average,Normal,3.04
40,Female,56.3,1.55,179,161,58,1.2,HIIT,20.2,3.9,6,3,23.5,9.5,0.8512396694,8.08677686,546.3,Average,Normal,7.199999999999999
38,Male,72.7,1.58,180,145,65,0.49,Strength,18.7,3.4,4,1,29.0,6.0,0.6956521739,4.173913043,148.7,Fit,Overweight,1.96
33,Female,58.6,1.55,193,158,76,0.5,Strength,32.6,3.4,3,0,24.3,6.0,0.7008547009,4.205128205,123.2,Very High,Normal,1.5
26,Male,57.8,1.55,191,149,72,0.96,Cardio,10.3,3.4,5,2,24.0,7.0,0.6470588235,4.529411765,251.3,Athletic / Very Fit,Normal,4.8
30,Female,89.8,1.69,192,162,72,0.55,Mixed,21.6,3.8,5,1,31.6,8.0,0.75,6.0,296.3,Average,Obesity,2.75
45,Male,50.1,1.64,178,148,58,0.89,Mixed,9.6,4.0,7,3,18.6,8.0,0.75,6.0,267.5,Athletic / Very Fit,Normal,6.23
44,Female,61.2,1.71,170,139,66,0.98,Strength,13.6,3.9,5,2,20.8,6.0,0.7019230769,4.211538462,252.6,Athletic / Very Fit,Normal,4.9
